Type,Name,Age(months),Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,PetID,PhotoAmt,Breed1_Name,Color1_Name,Color,Breed,AgeGroup,FeeCategory,image_paths
Dog,Rider,2,Male,Medium,Medium,Yes,Yes,No,Healthy,140,e9a5ab1c8,1,Mixed Breed,Black,Black White ,Mixed Breed,Puppy,Low,['input/images/e9a5ab1c8-1.jpg']
Dog,Leif,2,Male,Medium,Short,Yes,Yes,Not Sure,Healthy,170,795dace51,1,Mixed Breed,Cream,Cream  ,Mixed Breed,Puppy,Low,['input/images/795dace51-1.jpg']
Dog,Lelin,12,Female,Medium,Short,Yes,Yes,Yes,Healthy,140,fc64d129f,1,Pekingese,White,White  ,Pekingese,Puppy,Low,['input/images/fc64d129f-1.jpg']
Dog,Mimi,6,Female,Medium,Short,Yes,Yes,Yes,Healthy,240,9f884a1b8,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/9f884a1b8-1.jpg']
Dog,Henna,2,Female,Medium,Short,Yes,Yes,Yes,Healthy,60,46467282e,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/46467282e-1.jpg']
Dog,Reina,2,Female,Medium,Short,Yes,Yes,Yes,Healthy,230,853dcfe06,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/853dcfe06-1.jpg']
Dog,Dot,2,Male,Small,Short,Yes,Yes,No,Healthy,120,80a105c70,2,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Low,"['input/images/80a105c70-1.jpg', 'input/images/80a105c70-2.jpg']"
Cat,Zila,6,Female,Small,Short,Yes,Yes,No,Healthy,610,690b52e7f,2,Siamese,Black,Black Gray White,Siamese,Kitten,High,"['input/images/690b52e7f-1.jpg', 'input/images/690b52e7f-2.jpg']"
Dog,Yoyo,24,Female,Medium,Short,Yes,Yes,Yes,Healthy,250,d2825f6cb,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Adult,Medium,['input/images/d2825f6cb-1.jpg']
Dog,Reno,2,Male,Medium,Short,Yes,Yes,Not Sure,Healthy,160,a4dc73c81,1,Mixed Breed,Cream,Cream White ,Mixed Breed,Puppy,Low,['input/images/a4dc73c81-1.jpg']
Dog,Jem,5,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,260,bc4fe149e,1,Mixed Breed,Black,Black White ,Mixed Breed,Puppy,Medium,['input/images/bc4fe149e-1.jpg']
Cat,Micky,2,Male,Medium,Medium,Yes,Yes,No,Healthy,210,cb2f519e7,1,Domestic Medium Hair,Yellow,Yellow White ,Domestic Medium Hair,Kitten,Medium,['input/images/cb2f519e7-1.jpg']
Dog,Sparkie,4,Male,Medium,Medium,Yes,Yes,No,Healthy,250,9ebf4102d,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/9ebf4102d-1.jpg']
Dog,Dottie,3,Female,Medium,Short,Yes,Yes,Yes,Healthy,270,46d252bb6,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/46d252bb6-1.jpg']
Dog,Karbon,3,Female,Medium,Medium,Yes,Yes,No,Healthy,280,e330fbf7d,1,Mixed Breed,Black,Black  ,Mixed Breed,Puppy,Medium,['input/images/e330fbf7d-1.jpg']
Dog,Jane,2,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,300,3d48aa182,1,Mixed Breed,Brown,Brown White ,Mixed Breed,Puppy,Medium,['input/images/3d48aa182-1.jpg']
Dog,Trixies,2,Female,Small,Short,No,No,No,Healthy,160,888b894bd,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/888b894bd-1.jpg']
Cat,Mabel,3,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,190,af4c9b661,1,Tabby,Gray,Gray White ,Tabby,Kitten,Low,['input/images/af4c9b661-1.jpg']
Dog,Garen,2,Male,Medium,Short,Yes,Yes,No,Healthy,220,f00ab93ab,1,Mixed Breed,Cream,Cream  ,Mixed Breed,Puppy,Medium,['input/images/f00ab93ab-1.jpg']
Dog,Tania,4,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,240,f2ccaeca8,1,Mixed Breed,Cream,Cream  ,Mixed Breed,Puppy,Medium,['input/images/f2ccaeca8-1.jpg']
Dog,Mop,24,Female,Medium,Medium,Yes,Yes,Not Sure,Healthy,260,9f16ef04b,1,Terrier,White,White  ,Terrier/Mixed Breed,Adult,Medium,['input/images/9f16ef04b-1.jpg']
Cat,Neely,10,Female,Medium,Medium,Yes,Yes,Yes,Healthy,280,00cd4914c,1,Domestic Medium Hair,Gray,Gray White ,Domestic Medium Hair,Kitten,Medium,['input/images/00cd4914c-1.jpg']
Cat,Flora,6,Female,Medium,Short,Yes,Yes,Yes,Healthy,710,9ba7d3297,1,Domestic Short Hair,Brown,Brown Yellow White,Domestic Short Hair,Kitten,High,['input/images/9ba7d3297-1.jpg']
Cat,Pipo,8,Male,Medium,Short,Yes,Yes,No,Healthy,660,575a4c15f,1,Domestic Short Hair,Black,Black Gray White,Domestic Short Hair,Kitten,High,['input/images/575a4c15f-1.jpg']
Cat,Jazz,7,Male,Small,Short,Yes,Yes,Yes,Healthy,790,51531b385,1,Domestic Short Hair,Cream,Cream White ,Domestic Short Hair,Kitten,High,['input/images/51531b385-1.jpg']
Dog,PEPITO,3,Female,Medium,Short,Yes,Yes,No,Healthy,80,5d2fa2bf8,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Low,['input/images/5d2fa2bf8-1.jpg']
Cat,Comel,3,Female,Medium,Short,Yes,Yes,No,Healthy,70,865d95420,1,Tabby,Brown,Brown Golden ,Tabby,Kitten,Low,['input/images/865d95420-1.jpg']
Cat,ETTA,8,Male,Small,Short,Yes,Yes,Yes,Healthy,350,fb568daf8,2,Domestic Short Hair,Brown,Brown  ,Domestic Short Hair,Kitten,Medium,"['input/images/fb568daf8-1.jpg', 'input/images/fb568daf8-2.jpg']"
Cat,DINKY,8,Male,Small,Short,Yes,Yes,Yes,Healthy,110,d094921da,1,Domestic Medium Hair,Black,Black White ,Domestic Medium Hair,Kitten,Low,['input/images/d094921da-1.jpg']
Cat,Sophie,8,Female,Small,Short,Yes,Yes,Yes,Healthy,480,ba5e3fafb,1,Domestic Short Hair,Black,Black Brown ,Domestic Short Hair,Kitten,Medium,['input/images/ba5e3fafb-1.jpg']
Dog,Spice,5,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,420,c52442262,1,Labrador Retriever,Cream,Cream  ,Labrador Retriever/Mixed Breed,Puppy,Medium,['input/images/c52442262-1.jpg']
Cat,Snow,6,Female,Small,Short,Yes,Yes,Yes,Healthy,540,b931b4b37,1,Domestic Short Hair,White,White  ,Domestic Short Hair,Kitten,Medium,['input/images/b931b4b37-1.jpg']
Dog,Fabio,48,Male,Medium,Long,Yes,Yes,No,Healthy,200,bd7608352,1,Spitz,White,White  ,Spitz,Adult,Low,['input/images/bd7608352-1.jpg']
Cat,Laara,4,Female,Medium,Short,Yes,Yes,No,Healthy,100,1ec648af9,1,Domestic Medium Hair,Brown,Brown  ,Domestic Medium Hair,Kitten,Low,['input/images/1ec648af9-1.jpg']
Dog,Jag,7,Female,Medium,Short,Yes,Yes,No,Healthy,220,024c4d4d3,1,Mixed Breed,Brown,Brown  ,Mixed Breed,Puppy,Medium,['input/images/024c4d4d3-1.jpg']
Dog,Elfie,4,Female,Medium,Short,Yes,Yes,Not Sure,Healthy,100,701f63c6f,1,Mixed Breed,White,White  ,Mixed Breed,Puppy,Low,['input/images/701f63c6f-1.jpg']
Cat,RIN,6,Female,Small,Short,Yes,Yes,Yes,Healthy,670,f5ec410a2,1,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,High,['input/images/f5ec410a2-1.jpg']
Cat,Kiki,72,Female,Medium,Medium,Yes,Yes,Yes,Healthy,300,0d1dd21e5,1,Persian,White,White  ,Persian/Domestic Long Hair,Adult,Medium,['input/images/0d1dd21e5-1.jpg']
Dog,Josie,4,Female,Small,Short,Yes,Yes,No,Healthy,120,1688063e6,1,Mixed Breed,Black,Black Brown White,Mixed Breed,Puppy,Low,['input/images/1688063e6-1.jpg']
Dog,Sabra,5,Female,Medium,Short,Yes,Yes,No,Healthy,80,31ac5b931,1,Mixed Breed,Cream,Cream White ,Mixed Breed,Puppy,Low,['input/images/31ac5b931-1.jpg']
Dog,Zai Zai,24,Male,Large,Medium,Not Sure,Not Sure,Not Sure,Healthy,190,4438cf71d,2,Mixed Breed,Golden,Golden  ,Mixed Breed,Adult,Low,"['input/images/4438cf71d-1.jpg', 'input/images/4438cf71d-2.jpg']"
Cat,Era,5,Female,Medium,Short,No,Yes,Yes,Healthy,680,87805a2ba,4,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,High,"['input/images/87805a2ba-1.jpg', 'input/images/87805a2ba-2.jpg', 'input/images/87805a2ba-3.jpg', 'input/images/87805a2ba-4.jpg']"
Cat,CC,6,Female,Medium,Short,No,Yes,Yes,Healthy,620,4d6a1f88c,11,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,High,"['input/images/4d6a1f88c-1.jpg', 'input/images/4d6a1f88c-10.jpg', 'input/images/4d6a1f88c-11.jpg', 'input/images/4d6a1f88c-2.jpg', 'input/images/4d6a1f88c-3.jpg', 'input/images/4d6a1f88c-4.jpg', 'input/images/4d6a1f88c-5.jpg', 'input/images/4d6a1f88c-6.jpg', 'input/images/4d6a1f88c-7.jpg', 'input/images/4d6a1f88c-8.jpg', 'input/images/4d6a1f88c-9.jpg']"
Cat,Sura Boy,5,Male,Medium,Short,No,Yes,No,Healthy,660,9789ca2dc,18,Domestic Short Hair,Gray,Gray White ,Domestic Short Hair,Kitten,High,"['input/images/9789ca2dc-1.jpg', 'input/images/9789ca2dc-10.jpg', 'input/images/9789ca2dc-11.jpg', 'input/images/9789ca2dc-12.jpg', 'input/images/9789ca2dc-13.jpg', 'input/images/9789ca2dc-14.jpg', 'input/images/9789ca2dc-15.jpg', 'input/images/9789ca2dc-16.jpg', 'input/images/9789ca2dc-17.jpg', 'input/images/9789ca2dc-18.jpg', 'input/images/9789ca2dc-2.jpg', 'input/images/9789ca2dc-3.jpg', 'input/images/9789ca2dc-4.jpg', 'input/images/9789ca2dc-5.jpg', 'input/images/9789ca2dc-6.jpg', 'input/images/9789ca2dc-7.jpg', 'input/images/9789ca2dc-8.jpg', 'input/images/9789ca2dc-9.jpg']"
Cat,Volvo,3,Male,Medium,Short,No,Yes,No,Healthy,730,c18a3b783,23,Domestic Short Hair,Brown,Brown Cream ,Domestic Short Hair,Kitten,High,"['input/images/c18a3b783-1.jpg', 'input/images/c18a3b783-10.jpg', 'input/images/c18a3b783-11.jpg', 'input/images/c18a3b783-12.jpg', 'input/images/c18a3b783-13.jpg', 'input/images/c18a3b783-14.jpg', 'input/images/c18a3b783-15.jpg', 'input/images/c18a3b783-16.jpg', 'input/images/c18a3b783-17.jpg', 'input/images/c18a3b783-18.jpg', 'input/images/c18a3b783-19.jpg', 'input/images/c18a3b783-2.jpg', 'input/images/c18a3b783-20.jpg', 'input/images/c18a3b783-21.jpg', 'input/images/c18a3b783-22.jpg', 'input/images/c18a3b783-23.jpg', 'input/images/c18a3b783-3.jpg', 'input/images/c18a3b783-4.jpg', 'input/images/c18a3b783-5.jpg', 'input/images/c18a3b783-6.jpg', 'input/images/c18a3b783-7.jpg', 'input/images/c18a3b783-8.jpg', 'input/images/c18a3b783-9.jpg']"
Cat,Kane,3,Male,Medium,Short,No,Yes,No,Healthy,500,0cad8b10e,8,Domestic Short Hair,Brown,Brown  ,Domestic Short Hair,Kitten,Medium,"['input/images/0cad8b10e-1.jpg', 'input/images/0cad8b10e-2.jpg', 'input/images/0cad8b10e-3.jpg', 'input/images/0cad8b10e-4.jpg', 'input/images/0cad8b10e-5.jpg', 'input/images/0cad8b10e-6.jpg', 'input/images/0cad8b10e-7.jpg', 'input/images/0cad8b10e-8.jpg']"
Cat,Kanee,2,Male,Medium,Short,No,Yes,No,Healthy,640,a331ef890,25,Domestic Short Hair,Black,Black Gray ,Domestic Short Hair,Kitten,High,"['input/images/a331ef890-1.jpg', 'input/images/a331ef890-10.jpg', 'input/images/a331ef890-11.jpg', 'input/images/a331ef890-12.jpg', 'input/images/a331ef890-13.jpg', 'input/images/a331ef890-14.jpg', 'input/images/a331ef890-15.jpg', 'input/images/a331ef890-16.jpg', 'input/images/a331ef890-17.jpg', 'input/images/a331ef890-18.jpg', 'input/images/a331ef890-19.jpg', 'input/images/a331ef890-2.jpg', 'input/images/a331ef890-20.jpg', 'input/images/a331ef890-21.jpg', 'input/images/a331ef890-22.jpg', 'input/images/a331ef890-23.jpg', 'input/images/a331ef890-24.jpg', 'input/images/a331ef890-25.jpg', 'input/images/a331ef890-3.jpg', 'input/images/a331ef890-4.jpg', 'input/images/a331ef890-5.jpg', 'input/images/a331ef890-6.jpg', 'input/images/a331ef890-7.jpg', 'input/images/a331ef890-8.jpg', 'input/images/a331ef890-9.jpg']"
Cat,Ginger Boy,1,Male,Medium,Short,No,Yes,No,Healthy,460,c3058b272,3,Domestic Short Hair,Yellow,Yellow White ,Domestic Short Hair,Kitten,Medium,"['input/images/c3058b272-1.jpg', 'input/images/c3058b272-2.jpg', 'input/images/c3058b272-3.jpg']"
Cat,Fanee,3,Female,Medium,Short,No,Yes,No,Healthy,400,156832d2d,17,Domestic Short Hair,Black,Black Brown White,Domestic Short Hair,Kitten,Medium,"['input/images/156832d2d-1.jpg', 'input/images/156832d2d-10.jpg', 'input/images/156832d2d-11.jpg', 'input/images/156832d2d-12.jpg', 'input/images/156832d2d-13.jpg', 'input/images/156832d2d-14.jpg', 'input/images/156832d2d-15.jpg', 'input/images/156832d2d-16.jpg', 'input/images/156832d2d-17.jpg', 'input/images/156832d2d-2.jpg', 'input/images/156832d2d-3.jpg', 'input/images/156832d2d-4.jpg', 'input/images/156832d2d-5.jpg', 'input/images/156832d2d-6.jpg', 'input/images/156832d2d-7.jpg', 'input/images/156832d2d-8.jpg', 'input/images/156832d2d-9.jpg']"
Cat,Ra,5,Female,Medium,Short,No,Yes,Yes,Healthy,390,bcb692352,10,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair,Kitten,Medium,"['input/images/bcb692352-1.jpg', 'input/images/bcb692352-10.jpg', 'input/images/bcb692352-2.jpg', 'input/images/bcb692352-3.jpg', 'input/images/bcb692352-4.jpg', 'input/images/bcb692352-5.jpg', 'input/images/bcb692352-6.jpg', 'input/images/bcb692352-7.jpg', 'input/images/bcb692352-8.jpg', 'input/images/bcb692352-9.jpg']"
Cat,Whitty,4,Male,Medium,Short,No,Yes,No,Healthy,600,d2e0d7f2e,15,Domestic Short Hair,Cream,Cream  ,Domestic Short Hair,Kitten,Medium,"['input/images/d2e0d7f2e-1.jpg', 'input/images/d2e0d7f2e-10.jpg', 'input/images/d2e0d7f2e-11.jpg', 'input/images/d2e0d7f2e-12.jpg', 'input/images/d2e0d7f2e-13.jpg', 'input/images/d2e0d7f2e-14.jpg', 'input/images/d2e0d7f2e-15.jpg', 'input/images/d2e0d7f2e-2.jpg', 'input/images/d2e0d7f2e-3.jpg', 'input/images/d2e0d7f2e-4.jpg', 'input/images/d2e0d7f2e-5.jpg', 'input/images/d2e0d7f2e-6.jpg', 'input/images/d2e0d7f2e-7.jpg', 'input/images/d2e0d7f2e-8.jpg', 'input/images/d2e0d7f2e-9.jpg']"
Cat,Vera,4,Female,Medium,Short,No,Yes,Yes,Healthy,510,c388d1185,25,Domestic Short Hair,White,White  ,Domestic Short Hair,Kitten,Medium,"['input/images/c388d1185-1.jpg', 'input/images/c388d1185-10.jpg', 'input/images/c388d1185-11.jpg', 'input/images/c388d1185-12.jpg', 'input/images/c388d1185-13.jpg', 'input/images/c388d1185-14.jpg', 'input/images/c388d1185-15.jpg', 'input/images/c388d1185-16.jpg', 'input/images/c388d1185-17.jpg', 'input/images/c388d1185-18.jpg', 'input/images/c388d1185-19.jpg', 'input/images/c388d1185-2.jpg', 'input/images/c388d1185-20.jpg', 'input/images/c388d1185-21.jpg', 'input/images/c388d1185-22.jpg', 'input/images/c388d1185-23.jpg', 'input/images/c388d1185-24.jpg', 'input/images/c388d1185-25.jpg', 'input/images/c388d1185-3.jpg', 'input/images/c388d1185-4.jpg', 'input/images/c388d1185-5.jpg', 'input/images/c388d1185-6.jpg', 'input/images/c388d1185-7.jpg', 'input/images/c388d1185-8.jpg', 'input/images/c388d1185-9.jpg']"
Cat,Ron,2,Male,Medium,Short,No,Yes,No,Healthy,740,b0c1d4903,3,Domestic Short Hair,Golden,Golden  ,Domestic Short Hair,Kitten,High,"['input/images/b0c1d4903-1.jpg', 'input/images/b0c1d4903-2.jpg', 'input/images/b0c1d4903-3.jpg']"
Cat,Edora,7,Female,Small,Short,No,Yes,Yes,Healthy,750,961e1e37f,8,Domestic Short Hair,Black,Black White ,Domestic Short Hair,Kitten,High,"['input/images/961e1e37f-1.jpg', 'input/images/961e1e37f-2.jpg', 'input/images/961e1e37f-3.jpg', 'input/images/961e1e37f-4.jpg', 'input/images/961e1e37f-5.jpg', 'input/images/961e1e37f-6.jpg', 'input/images/961e1e37f-7.jpg', 'input/images/961e1e37f-8.jpg']"
Cat,Ike,3,Male,Medium,Short,No,Yes,No,Healthy,250,01cc0d9b9,13,Domestic Short Hair,Brown,Brown White ,Domestic Short Hair,Kitten,Medium,"['input/images/01cc0d9b9-1.jpg', 'input/images/01cc0d9b9-10.jpg', 'input/images/01cc0d9b9-11.jpg', 'input/images/01cc0d9b9-12.jpg', 'input/images/01cc0d9b9-13.jpg', 'input/images/01cc0d9b9-2.jpg', 'input/images/01cc0d9b9-3.jpg', 'input/images/01cc0d9b9-4.jpg', 'input/images/01cc0d9b9-5.jpg', 'input/images/01cc0d9b9-6.jpg', 'input/images/01cc0d9b9-7.jpg', 'input/images/01cc0d9b9-8.jpg', 'input/images/01cc0d9b9-9.jpg']"
Cat,Lanee,2,Female,Medium,Short,No,Yes,No,Healthy,640,29dea5486,27,Domestic Short Hair,Black,Black Yellow White,Domestic Short Hair,Kitten,High,"['input/images/29dea5486-1.jpg', 'input/images/29dea5486-10.jpg', 'input/images/29dea5486-11.jpg', 'input/images/29dea5486-12.jpg', 'input/images/29dea5486-13.jpg', 'input/images/29dea5486-14.jpg', 'input/images/29dea5486-15.jpg', 'input/images/29dea5486-16.jpg', 'input/images/29dea5486-17.jpg', 'input/images/29dea5486-18.jpg', 'input/images/29dea5486-19.jpg', 'input/images/29dea5486-2.jpg', 'input/images/29dea5486-20.jpg', 'input/images/29dea5486-21.jpg', 'input/images/29dea5486-22.jpg', 'input/images/29dea5486-23.jpg', 'input/images/29dea5486-24.jpg', 'input/images/29dea5486-25.jpg', 'input/images/29dea5486-26.jpg', 'input/images/29dea5486-27.jpg', 'input/images/29dea5486-3.jpg', 'input/images/29dea5486-4.jpg', 'input/images/29dea5486-5.jpg', 'input/images/29dea5486-6.jpg', 'input/images/29dea5486-7.jpg', 'input/images/29dea5486-8.jpg', 'input/images/29dea5486-9.jpg']"
Cat,Johan,2,Male,Medium,Medium,No,Yes,Yes,Healthy,240,2116330f3,11,Domestic Medium Hair,Brown,Brown White ,Domestic Medium Hair,Kitten,Medium,"['input/images/2116330f3-1.jpg', 'input/images/2116330f3-10.jpg', 'input/images/2116330f3-11.jpg', 'input/images/2116330f3-2.jpg', 'input/images/2116330f3-3.jpg', 'input/images/2116330f3-4.jpg', 'input/images/2116330f3-5.jpg', 'input/images/2116330f3-6.jpg', 'input/images/2116330f3-7.jpg', 'input/images/2116330f3-8.jpg', 'input/images/2116330f3-9.jpg']"
Cat,Whitey,8,Male,Medium,Short,No,Yes,Yes,Healthy,480,4e117f566,13,Domestic Short Hair,Cream,Cream  ,Domestic Short Hair,Kitten,Medium,"['input/images/4e117f566-1.jpg', 'input/images/4e117f566-10.jpg', 'input/images/4e117f566-11.jpg', 'input/images/4e117f566-12.jpg', 'input/images/4e117f566-13.jpg', 'input/images/4e117f566-2.jpg', 'input/images/4e117f566-3.jpg', 'input/images/4e117f566-4.jpg', 'input/images/4e117f566-5.jpg', 'input/images/4e117f566-6.jpg', 'input/images/4e117f566-7.jpg', 'input/images/4e117f566-8.jpg', 'input/images/4e117f566-9.jpg']"
Cat,Pat,10,Female,Medium,Short,No,Yes,Yes,Healthy,790,87e930a77,6,Domestic Short Hair,Brown,Brown White ,Domestic Short Hair,Kitten,High,"['input/images/87e930a77-1.jpg', 'input/images/87e930a77-2.jpg', 'input/images/87e930a77-3.jpg', 'input/images/87e930a77-4.jpg', 'input/images/87e930a77-5.jpg', 'input/images/87e930a77-6.jpg']"
Cat,Idee,2,Male,Medium,Short,No,Yes,No,Healthy,720,b852a73c6,8,Domestic Short Hair,Brown,Brown White ,Domestic Short Hair,Kitten,High,"['input/images/b852a73c6-1.jpg', 'input/images/b852a73c6-2.jpg', 'input/images/b852a73c6-3.jpg', 'input/images/b852a73c6-4.jpg', 'input/images/b852a73c6-5.jpg', 'input/images/b852a73c6-6.jpg', 'input/images/b852a73c6-7.jpg', 'input/images/b852a73c6-8.jpg']"
Cat,Tiger,12,Male,Medium,Short,Yes,Yes,Yes,Healthy,490,28e8a5d93,1,Domestic Short Hair,Cream,Cream  ,Domestic Short Hair,Kitten,Medium,['input/images/28e8a5d93-1.jpg']
Dog,Aidan,60,Male,Small,Medium,Not Sure,Yes,No,Healthy,1680,ec51bda06,3,Pomeranian,Brown,Brown  ,Pomeranian,Adult,Premium,"['input/images/ec51bda06-1.jpg', 'input/images/ec51bda06-2.jpg', 'input/images/ec51bda06-3.jpg']"
Dog,Jack,6,Male,Small,Short,Yes,Yes,No,Healthy,70,0d385de8a,1,Poodle,Brown,Brown  ,Poodle,Puppy,Low,['input/images/0d385de8a-1.jpg']
Dog,Money,48,Female,Small,Short,Yes,Yes,No,Healthy,270,17a421360,1,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Medium,['input/images/17a421360-1.jpg']
Dog,Unknown,24,Female,Small,Medium,Not Sure,Not Sure,No,Healthy,140,19b089699,1,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Low,['input/images/19b089699-1.jpg']
Dog,Pui Ying,60,Female,Small,Short,Yes,Yes,No,Healthy,160,b0e0da17e,3,Poodle,White,White  ,Poodle,Adult,Low,"['input/images/b0e0da17e-1.jpg', 'input/images/b0e0da17e-2.jpg', 'input/images/b0e0da17e-3.jpg']"
Dog,Cookie,72,Female,Small,Short,No,Yes,No,Healthy,240,3adab4936,2,Poodle,Brown,Brown  ,Poodle,Adult,Medium,"['input/images/3adab4936-1.jpg', 'input/images/3adab4936-2.jpg']"
Dog,Puggy,24,Female,Small,Short,Yes,Yes,No,Healthy,100,a4d843b2b,1,Pug,Cream,Cream  ,Pug,Adult,Low,['input/images/a4d843b2b-1.jpg']
Dog,Shih Tzu,36,Male,Small,Short,Not Sure,Not Sure,Not Sure,Healthy,250,762a055f1,3,Shih Tzu,Brown,Brown White ,Shih Tzu,Adult,Medium,"['input/images/762a055f1-1.jpg', 'input/images/762a055f1-2.jpg', 'input/images/762a055f1-3.jpg']"
Dog,Tiny,60,Female,Medium,Short,Not Sure,Yes,No,Healthy,780,824c7a6b7,3,Dachshund,Brown,Brown  ,Dachshund,Adult,High,"['input/images/824c7a6b7-1.jpg', 'input/images/824c7a6b7-2.jpg', 'input/images/824c7a6b7-3.jpg']"
Dog,Charcoal,72,Female,Small,Short,Not Sure,Yes,No,Healthy,190,0515f0b27,3,Poodle,Black,Black  ,Poodle,Adult,Low,"['input/images/0515f0b27-1.jpg', 'input/images/0515f0b27-2.jpg', 'input/images/0515f0b27-3.jpg']"
Dog,Prince,72,Male,Medium,Short,Yes,Yes,No,Healthy,240,3900bb627,1,Schnauzer,Gray,Gray  ,Schnauzer,Adult,Medium,['input/images/3900bb627-1.jpg']
Dog,Lisa,60,Female,Small,Short,Yes,Yes,No,Healthy,320,a2940580a,2,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Medium,"['input/images/a2940580a-1.jpg', 'input/images/a2940580a-2.jpg']"
Dog,Eascrach,17,Female,Small,Short,Yes,Yes,No,Healthy,200,3841f6c5a,1,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Low,['input/images/3841f6c5a-1.jpg']
Dog,Belle,48,Female,Small,Short,Not Sure,Yes,No,Healthy,130,27df3e732,3,Poodle,White,White  ,Poodle,Adult,Low,"['input/images/27df3e732-1.jpg', 'input/images/27df3e732-2.jpg', 'input/images/27df3e732-3.jpg']"
Dog,Rodney,48,Male,Small,Short,Yes,Yes,No,Healthy,220,e99c85080,3,Poodle,Cream,Cream  ,Poodle,Adult,Medium,"['input/images/e99c85080-1.jpg', 'input/images/e99c85080-2.jpg', 'input/images/e99c85080-3.jpg']"
Dog,Baby,60,Female,Small,Short,Not Sure,Yes,No,Healthy,220,bd9235cb8,2,Shih Tzu,Black,Black Brown Cream,Shih Tzu,Adult,Medium,"['input/images/bd9235cb8-1.jpg', 'input/images/bd9235cb8-2.jpg']"
Dog,Siobhan,66,Female,Small,Short,Not Sure,Yes,No,Healthy,160,03824a75f,3,Poodle,Brown,Brown  ,Poodle,Adult,Low,"['input/images/03824a75f-1.jpg', 'input/images/03824a75f-2.jpg', 'input/images/03824a75f-3.jpg']"
Dog,Nasty,24,Male,Small,Short,Yes,Yes,No,Healthy,160,45c153a10,2,Poodle,Brown,Brown  ,Poodle,Adult,Low,"['input/images/45c153a10-1.jpg', 'input/images/45c153a10-2.jpg']"
Dog,Ah Bee,36,Female,Small,Short,Yes,Yes,No,Healthy,140,22dedc727,2,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Low,"['input/images/22dedc727-1.jpg', 'input/images/22dedc727-2.jpg']"
Dog,JD,12,Male,Small,Short,Yes,Yes,No,Healthy,280,de205986a,2,Poodle,Brown,Brown  ,Poodle,Puppy,Medium,"['input/images/de205986a-1.jpg', 'input/images/de205986a-2.jpg']"
Dog,Er Pa,24,Male,Small,Short,Yes,Yes,No,Healthy,120,b34c078da,2,Schnauzer,Gray,Gray White ,Schnauzer,Adult,Low,"['input/images/b34c078da-1.jpg', 'input/images/b34c078da-2.jpg']"
Dog,Szi Er,48,Female,Small,Short,Not Sure,Not Sure,No,Healthy,330,104e76f10,1,Maltese,White,White  ,Maltese,Adult,Medium,['input/images/104e76f10-1.jpg']
Dog,Unknown,36,Female,Small,Short,Not Sure,Yes,No,Healthy,310,02d7ad0a1,2,Shih Tzu,Black,Black Brown White,Shih Tzu,Adult,Medium,"['input/images/02d7ad0a1-1.jpg', 'input/images/02d7ad0a1-2.jpg']"
Dog,Lala,60,Female,Small,Short,Yes,Yes,No,Healthy,140,c12dca23a,3,Schnauzer,Gray,Gray White ,Schnauzer,Adult,Low,"['input/images/c12dca23a-1.jpg', 'input/images/c12dca23a-2.jpg', 'input/images/c12dca23a-3.jpg']"
Cat,Danial,24,Female,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,300,cc8d725f3,1,Domestic Medium Hair,Black,Black White ,Domestic Medium Hair,Adult,Medium,['input/images/cc8d725f3-1.jpg']
Cat,Snow,24,Female,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,240,a98a2139f,1,Domestic Medium Hair,White,White  ,Domestic Medium Hair,Adult,Medium,['input/images/a98a2139f-1.jpg']
Cat,Jerry,24,Female,Medium,Medium,Not Sure,Not Sure,Not Sure,Healthy,180,3e08c1385,1,Domestic Medium Hair,Brown,Brown White ,Domestic Medium Hair,Adult,Low,['input/images/3e08c1385-1.jpg']
